base_key,version_i,version_j,language_i,language_j,agent,p_i,p_j,expected_cofailures,observed_cofailures,ratio_obs_exp,phi_correlation,binomial_p
codex__m_gpt-5.4-mini__run000,codex__m_gpt-5.4-mini__l_pascal__run000,codex__m_gpt-5.4-mini__l_python__run000,pascal,python,codex,0.000242,0.010055,2.43331,0,0.0,-0.0015679988622453295,1.0
codex__m_gpt-5.4__run000,codex__m_gpt-5.4__l_pascal__run000,codex__m_gpt-5.4__l_python__run000,pascal,python,codex,0.0,5e-06,0.0,0,,,
codex__m_gpt-5.4__run000,codex__m_gpt-5.4__l_pascal__run000,codex__m_gpt-5.4__l_rust__run000,pascal,rust,codex,0.0,5e-06,0.0,0,,,
codex__m_gpt-5.4__run000,codex__m_gpt-5.4__l_python__run000,codex__m_gpt-5.4__l_rust__run000,python,rust,codex,5e-06,5e-06,2.5000000000000005e-05,5,199999.99999999997,1.0,8.137769915668769e-26
codex__m_gpt-5__run000,codex__m_gpt-5__l_pascal__run000,codex__m_gpt-5__l_python__run000,pascal,python,codex,0.0,5e-06,0.0,0,,,
cursor__m_composer-1.5__run000,cursor__m_composer-1.5__l_pascal__run000,cursor__m_composer-1.5__l_rust__run000,pascal,rust,cursor,0.0,5e-06,0.0,0,,,
cursor__m_composer-2-fast__run000,cursor__m_composer-2-fast__l_pascal__run000,cursor__m_composer-2-fast__l_python__run000,pascal,python,cursor,0.0,5e-06,0.0,0,,,
cursor__m_composer-2-fast__run000,cursor__m_composer-2-fast__l_pascal__run000,cursor__m_composer-2-fast__l_rust__run000,pascal,rust,cursor,0.0,5e-06,0.0,0,,,
cursor__m_composer-2-fast__run000,cursor__m_composer-2-fast__l_python__run000,cursor__m_composer-2-fast__l_rust__run000,python,rust,cursor,5e-06,5e-06,2.5000000000000005e-05,5,199999.99999999997,1.0,8.137769915668769e-26
cursor__m_composer-2__run000,cursor__m_composer-2__l_pascal__run000,cursor__m_composer-2__l_python__run000,pascal,python,cursor,0.000419,5e-06,0.0020950000000000005,0,0.0,-4.5780876492239965e-05,1.0
cursor__m_composer-2__run000,cursor__m_composer-2__l_pascal__run000,cursor__m_composer-2__l_rust__run000,pascal,rust,cursor,0.000419,5e-06,0.0020950000000000005,0,0.0,-4.5780876492239965e-05,1.0
cursor__m_composer-2__run000,cursor__m_composer-2__l_python__run000,cursor__m_composer-2__l_rust__run000,python,rust,cursor,5e-06,5e-06,2.5000000000000005e-05,5,199999.99999999997,1.0,8.137769915668769e-26
cursor__m_grok-4-20__run000,cursor__m_grok-4-20__l_python__run000,cursor__m_grok-4-20__l_rust__run000,python,rust,cursor,0.000424,5e-06,0.00212,5,2358.490566037736,0.10857030794718932,3.562267144010628e-16
gemini__m_gemini-3-flash-preview__run000,gemini__m_gemini-3-flash-preview__l_pascal__run000,gemini__m_gemini-3-flash-preview__l_python__run000,pascal,python,gemini,0.0,5e-06,0.0,0,,,
gemini__m_gemini-3-flash-preview__run000,gemini__m_gemini-3-flash-preview__l_pascal__run000,gemini__m_gemini-3-flash-preview__l_rust__run000,pascal,rust,gemini,0.0,3e-06,0.0,0,,,
gemini__m_gemini-3-flash-preview__run000,gemini__m_gemini-3-flash-preview__l_python__run000,gemini__m_gemini-3-flash-preview__l_rust__run000,python,rust,gemini,5e-06,3e-06,1.5000000000000004e-05,3,199999.99999999994,0.7745958946421031,5.624919844520644e-16
gemini__m_gemini-3.1-pro-preview__run000,gemini__m_gemini-3.1-pro-preview__l_pascal__run000,gemini__m_gemini-3.1-pro-preview__l_python__run000,pascal,python,gemini,0.0,1e-06,0.0,0,,,
opencode__m_qwen_qwen3.5-397b-a17b__run000,opencode__m_qwen_qwen3.5-397b-a17b__l_python__run000,opencode__m_qwen_qwen3.5-397b-a17b__l_rust__run000,python,rust,opencode,0.000424,0.00126,0.53424,422,789.907157831686,0.5771118146967886,0.0
opencode__m_qwen_qwen3.5-plus-02-15__run000,opencode__m_qwen_qwen3.5-plus-02-15__l_python__run000,opencode__m_qwen_qwen3.5-plus-02-15__l_rust__run000,python,rust,opencode,0.000424,0.000424,0.17977600000000002,424,2358.490566037736,1.0,0.0
